run_id,am_id,am_size,base_deadline,deadline_ratio,actual_deadline_value,seed,variant,slurm_job_id,slurm_array_job_id,slurm_array_task_id,attempt_count,interruption_count,resumed,resume_generation,generation,elapsed_generation_s,cumulative_runtime_s,attempt_runtime_s,evaluated_individuals_this_generation,total_evaluated_individuals,global_makespan,global_lateness,global_lateness_signed,global_lateness_clipped,fitness_vsum,fitness_lateness,deadline_feasible,partition_feasible,fully_feasible,first_deadline_feasible_generation,first_partition_feasible_generation,first_fully_feasible_generation,best_global_makespan_so_far,best_feasible_makespan_so_far,best_feasible_generation,P_FE_budget,P_FE_makespan,P_FE_violation,P_C1_budget,P_C1_makespan,P_C1_violation,P_C2_budget,P_C2_makespan,P_C2_violation,P_C3_budget,P_C3_makespan,P_C3_violation,peak_memory_mb
AM500__ratio1.00__seed1006__proposed,AM500,500T,4300,1.0,4300,1006,proposed,12037156,12037076,5,1,0,False,,1,2389.118185928033,4860.5422454209765,4860.5422454209765,16,32,5406,1106,1106,1106,1141.0,1106.0,False,False,False,,,,5406,,,1135,2276,1141,1037,872,0,1015,411,0,1015,420,0,200.80859375
AM500__ratio1.00__seed1006__proposed,AM500,500T,4300,1.0,4300,1006,proposed,12037156,12037076,5,1,0,False,,2,2519.142998647003,7379.713978122978,7379.713978122978,16,48,5406,1106,1106,1106,1141.0,1106.0,False,False,False,,,,5406,,,1135,2276,1141,1037,872,0,1015,411,0,1015,420,0,202.08984375
AM500__ratio1.00__seed1006__proposed,AM500,500T,4300,1.0,4300,1006,proposed,12037156,12037076,5,1,0,False,,3,2441.4402500550495,9821.167483104975,9821.167483104975,16,64,4580,280,280,280,1092.0,280.0,False,False,False,,,,4580,,,1255,2347,1092,985,870,0,898,410,0,898,419,0,202.08984375
AM500__ratio1.00__seed1006__proposed,AM500,500T,4300,1.0,4300,1006,proposed,12037156,12037076,5,1,0,False,,4,2485.1010051959893,12306.287268819986,12306.287268819986,16,80,4862,562,562,562,985.0,562.0,False,False,False,,,,4580,,,1255,2240,985,985,873,0,898,411,0,898,419,0,202.34765625
AM500__ratio1.00__seed1006__proposed,AM500,500T,4300,1.0,4300,1006,proposed,12037156,12037076,5,1,0,False,,5,2445.975577106001,14752.278798720974,14752.278798720974,16,96,5184,884,884,884,879.0,884.0,False,False,False,,,,4580,,,1375,2254,879,952,871,0,793,408,0,793,421,0,202.34765625
AM500__ratio1.00__seed1006__proposed,AM500,500T,4300,1.0,4300,1006,proposed,12037156,12037076,5,1,0,False,,6,2451.3234186869813,17203.616232426022,17203.616232426022,16,112,5184,884,884,884,879.0,884.0,False,False,False,,,,4580,,,1375,2254,879,952,871,0,793,408,0,793,421,0,202.60546875
AM500__ratio1.00__seed1006__proposed,AM500,500T,4300,1.0,4300,1006,proposed,12037156,12037076,5,1,0,False,,7,2553.1670718240202,19756.797875950986,19756.797875950986,16,128,5030,730,730,730,765.0,730.0,False,False,False,,,,4580,,,1495,2260,765,932,868,0,700,411,0,700,420,0,202.86328125
AM500__ratio1.00__seed1006__proposed,AM500,500T,4300,1.0,4300,1006,proposed,12037156,12037076,5,1,0,False,,8,2606.9681344429846,22363.78254549502,22363.78254549502,16,144,5030,730,730,730,765.0,730.0,False,False,False,,,,4580,,,1495,2260,765,932,868,0,700,411,0,700,420,0,203.12109375
AM500__ratio1.00__seed1006__proposed,AM500,500T,4300,1.0,4300,1006,proposed,12037156,12037076,5,1,0,False,,9,2568.007258392987,24931.804893450986,24931.804893450986,16,160,4802,502,502,502,742.0,502.0,False,False,False,,,,4580,,,1555,2297,742,926,872,0,658,409,0,658,419,0,203.12109375
AM500__ratio1.00__seed1006__proposed,AM500,500T,4300,1.0,4300,1006,proposed,12037156,12037076,5,1,0,False,,10,2477.1377988649765,27408.95809649001,27408.95809649001,16,176,4802,502,502,502,742.0,502.0,False,False,False,,,,4580,,,1555,2297,742,926,872,0,658,409,0,658,419,0,203.37890625
AM500__ratio1.00__seed1006__proposed,AM500,500T,4300,1.0,4300,1006,proposed,12037156,12037076,5,1,0,False,,11,2615.598340885015,30024.572004163987,30024.572004163987,16,192,4662,362,362,362,624.0,362.0,False,False,False,,,,4580,,,1675,2299,624,914,871,0,582,412,0,582,420,0,203.63671875
AM500__ratio1.00__seed1006__proposed,AM500,500T,4300,1.0,4300,1006,proposed,12037156,12037076,5,1,0,False,,12,2622.390489350015,32646.978543868987,32646.978543868987,16,208,4662,362,362,362,624.0,362.0,False,False,False,,,,4580,,,1675,2299,624,914,871,0,582,412,0,582,420,0,203.89453125
AM500__ratio1.00__seed1006__proposed,AM500,500T,4300,1.0,4300,1006,proposed,12037156,12037076,5,1,0,False,,13,2619.9644917259575,35266.97699723102,35266.97699723102,16,224,4876,576,576,576,556.0,576.0,False,False,False,,,,4580,,,1795,2351,556,909,869,0,520,408,0,524,419,0,203.89453125
AM500__ratio1.00__seed1006__proposed,AM500,500T,4300,1.0,4300,1006,proposed,12037156,12037076,5,1,0,False,,14,2479.926810620993,37746.91980213497,37746.91980213497,16,240,4222,0,-78,0,450.0,0.0,True,False,False,14,,,4222,,,1855,2305,450,909,873,0,499,408,0,504,419,0,204.15234375
AM500__ratio1.00__seed1006__proposed,AM500,500T,4300,1.0,4300,1006,proposed,12037156,12037076,5,1,0,False,,15,2616.497665758012,40363.483284583024,40363.483284583024,16,256,4222,0,-78,0,450.0,0.0,True,False,False,14,,,4222,,,1855,2305,450,909,873,0,499,408,0,504,419,0,204.41015625
AM500__ratio1.00__seed1006__proposed,AM500,500T,4300,1.0,4300,1006,proposed,12037156,12037076,5,1,0,False,,16,2604.516906709003,42968.01676180097,42968.01676180097,16,272,5214,914,914,914,323.0,914.0,False,False,False,14,,,4222,,,1975,2298,323,909,877,0,469,409,0,477,421,0,204.41015625
AM500__ratio1.00__seed1006__proposed,AM500,500T,4300,1.0,4300,1006,proposed,12037156,12037076,5,1,0,False,,17,2618.979283488996,45587.03250003897,45587.03250003897,16,288,5214,914,914,914,323.0,914.0,False,False,False,14,,,4222,,,1975,2298,323,909,877,0,469,409,0,477,421,0,204.66796875
AM500__ratio1.00__seed1006__proposed,AM500,500T,4300,1.0,4300,1006,proposed,12037156,12037076,5,1,0,False,,18,2500.272954593005,48087.337075221,48087.337075221,16,304,4413,113,113,113,221.0,113.0,False,False,False,14,,,4222,,,2035,2256,221,909,874,0,459,410,0,468,421,0,204.92578125
AM500__ratio1.00__seed1006__proposed,AM500,500T,4300,1.0,4300,1006,proposed,12037156,12037076,5,1,0,False,,19,2544.157634056988,50631.556154344,50631.556154344,16,320,4413,113,113,113,221.0,113.0,False,False,False,14,,,4222,,,2035,2256,221,909,874,0,459,410,0,468,421,0,204.92578125
AM500__ratio1.00__seed1006__proposed,AM500,500T,4300,1.0,4300,1006,proposed,12037156,12037076,5,1,0,False,,20,2617.655647238018,53249.23915044899,53249.23915044899,16,336,4084,0,-216,0,111.0,0.0,True,False,False,14,,,4084,,,2095,2206,111,909,873,0,452,411,0,461,422,0,205.18359375
AM500__ratio1.00__seed1006__proposed,AM500,500T,4300,1.0,4300,1006,proposed,12037156,12037076,5,1,0,False,,21,2563.3802253460162,55812.67491002299,55812.67491002299,16,352,4084,0,-216,0,111.0,0.0,True,False,False,14,,,4084,,,2095,2206,111,909,873,0,452,411,0,461,422,0,205.44140625
AM500__ratio1.00__seed1006__proposed,AM500,500T,4300,1.0,4300,1006,proposed,12037156,12037076,5,1,0,False,,22,2644.752251914004,58457.45766590902,58457.45766590902,16,368,4493,193,193,193,58.0,193.0,False,False,False,14,,,4084,,,2275,2333,58,909,875,0,434,410,0,443,420,0,205.79296875
AM500__ratio1.00__seed1006__proposed,AM500,500T,4300,1.0,4300,1006,proposed,12037156,12037076,5,1,0,False,,23,2537.3839171730215,60994.925168099,60994.925168099,16,384,4812,512,512,512,46.0,512.0,False,False,False,14,,,4084,,,2335,2381,46,903,875,0,427,408,0,437,419,0,205.79296875
AM500__ratio1.00__seed1006__proposed,AM500,500T,4300,1.0,4300,1006,proposed,12037156,12037076,5,1,0,False,,24,2583.664384316071,63578.61842180998,63578.61842180998,16,400,3946,0,-354,0,0.0,0.0,True,True,True,14,24,24,3946,3946,24,2335,2335,0,903,870,0,427,409,0,437,419,0,206.05078125
AM500__ratio1.00__seed1006__proposed,AM500,500T,4300,1.0,4300,1006,proposed,12037156,12037076,5,1,0,False,,25,2593.7185059520416,66172.36193176801,66172.36193176801,16,416,3946,0,-354,0,0.0,0.0,True,True,True,14,24,24,3946,3946,24,2335,2335,0,903,870,0,427,409,0,437,419,0,206.30859375
AM500__ratio1.00__seed1006__proposed,AM500,500T,4300,1.0,4300,1006,proposed,12037156,12037076,5,1,0,False,,26,2619.5911711979425,68791.98658853397,68791.98658853397,16,432,3946,0,-354,0,0.0,0.0,True,True,True,14,24,24,3946,3946,24,2335,2335,0,903,870,0,427,409,0,437,419,0,206.30859375
AM500__ratio1.00__seed1006__proposed,AM500,500T,4300,1.0,4300,1006,proposed,12037156,12037076,5,1,0,False,,27,2594.819936293061,71386.950290713,71386.950290713,16,448,3946,0,-354,0,0.0,0.0,True,True,True,14,24,24,3946,3946,24,2335,2335,0,903,870,0,427,409,0,437,419,0,206.56640625
AM500__ratio1.00__seed1006__proposed,AM500,500T,4300,1.0,4300,1006,proposed,12037156,12037076,5,1,0,False,,28,2618.9798451160314,74005.96541036095,74005.96541036095,16,464,3946,0,-354,0,0.0,0.0,True,True,True,14,24,24,3946,3946,24,2335,2335,0,903,870,0,427,409,0,437,419,0,206.82421875
