run_id,am_id,am_size,base_deadline,deadline_ratio,actual_deadline_value,seed,variant,slurm_job_id,slurm_array_job_id,slurm_array_task_id,attempt_count,interruption_count,resumed,resume_generation,generation,elapsed_generation_s,cumulative_runtime_s,attempt_runtime_s,evaluated_individuals_this_generation,total_evaluated_individuals,global_makespan,global_lateness,global_lateness_signed,global_lateness_clipped,fitness_vsum,fitness_lateness,deadline_feasible,partition_feasible,fully_feasible,first_deadline_feasible_generation,first_partition_feasible_generation,first_fully_feasible_generation,best_global_makespan_so_far,best_feasible_makespan_so_far,best_feasible_generation,P_FE_budget,P_FE_makespan,P_FE_violation,P_C1_budget,P_C1_makespan,P_C1_violation,P_C2_budget,P_C2_makespan,P_C2_violation,P_C3_budget,P_C3_makespan,P_C3_violation,peak_memory_mb
AM500__ratio0.80__seed1010__proposed,AM500,500T,4300,0.8,3440,1010,proposed,12037180,12037076,29,1,0,False,,1,2438.775684058026,4933.317207064945,4933.317207064945,16,32,4511,1071,1071,1071,1399.0,1071.0,False,False,False,,,,4511,,,912,2311,1399,872,871,0,808,407,0,808,419,0,200.55078125
AM500__ratio0.80__seed1010__proposed,AM500,500T,4300,0.8,3440,1010,proposed,12037180,12037076,29,1,0,False,,2,2440.047581368999,7373.385801094002,7373.385801094002,16,48,4511,1071,1071,1071,1399.0,1071.0,False,False,False,,,,4511,,,912,2311,1399,872,871,0,808,407,0,808,419,0,201.71484375
AM500__ratio0.80__seed1010__proposed,AM500,500T,4300,0.8,3440,1010,proposed,12037180,12037076,29,1,0,False,,3,2421.8603057970176,9795.260127404996,9795.260127404996,16,64,4720,1280,1280,1280,1372.0,1280.0,False,False,False,,,,4511,,,967,2339,1372,879,872,0,760,408,0,760,420,0,202.2265625
AM500__ratio0.80__seed1010__proposed,AM500,500T,4300,0.8,3440,1010,proposed,12037180,12037076,29,1,0,False,,4,2433.208766882017,12228.486677273002,12228.486677273002,16,80,4051,611,611,611,1267.0,611.0,False,False,False,,,,4051,,,1085,2352,1267,893,870,0,671,410,0,671,421,0,202.2265625
AM500__ratio0.80__seed1010__proposed,AM500,500T,4300,0.8,3440,1010,proposed,12037180,12037076,29,1,0,False,,5,2439.018774025026,14667.521335707977,14667.521335707977,16,96,4406,966,966,966,1242.0,966.0,False,False,False,,,,4051,,,1145,2387,1242,897,864,0,631,411,0,631,421,0,202.484375
AM500__ratio0.80__seed1010__proposed,AM500,500T,4300,0.8,3440,1010,proposed,12037180,12037076,29,1,0,False,,6,2464.1269455290167,17131.662877557974,17131.662877557974,16,112,4065,625,625,625,1164.0,625.0,False,False,False,,,,4051,,,1205,2369,1164,905,871,0,593,412,0,593,420,0,202.484375
AM500__ratio0.80__seed1010__proposed,AM500,500T,4300,0.8,3440,1010,proposed,12037180,12037076,29,1,0,False,,7,2442.261950483022,19573.939588615962,19573.939588615962,16,128,4834,1394,1394,1394,1016.0,1394.0,False,False,False,,,,4051,,,1265,2281,1016,905,870,0,557,409,0,558,422,0,202.7421875
AM500__ratio0.80__seed1010__proposed,AM500,500T,4300,0.8,3440,1010,proposed,12037180,12037076,29,1,0,False,,8,2433.149334672955,22007.105382272974,22007.105382272974,16,144,4834,1394,1394,1394,1016.0,1394.0,False,False,False,,,,4051,,,1265,2281,1016,905,870,0,557,409,0,558,422,0,203.0
AM500__ratio0.80__seed1010__proposed,AM500,500T,4300,0.8,3440,1010,proposed,12037180,12037076,29,1,0,False,,9,2460.3546266090125,24467.474830787978,24467.474830787978,16,160,4889,1449,1449,1449,1001.0,1449.0,False,False,False,,,,4051,,,1265,2266,1001,905,868,0,557,411,0,558,420,0,203.2578125
AM500__ratio0.80__seed1010__proposed,AM500,500T,4300,0.8,3440,1010,proposed,12037180,12037076,29,1,0,False,,10,2453.1584426399786,26920.648464603,26920.648464603,16,176,4889,1449,1449,1449,1001.0,1449.0,False,False,False,,,,4051,,,1265,2266,1001,905,868,0,557,411,0,558,420,0,203.2578125
AM500__ratio0.80__seed1010__proposed,AM500,500T,4300,0.8,3440,1010,proposed,12037180,12037076,29,1,0,False,,11,2436.159493058978,29356.823422078975,29356.823422078975,16,192,4150,710,710,710,855.0,710.0,False,False,False,,,,4051,,,1445,2300,855,905,868,0,488,408,0,494,419,0,203.515625
AM500__ratio0.80__seed1010__proposed,AM500,500T,4300,0.8,3440,1010,proposed,12037180,12037076,29,1,0,False,,12,2419.151565686974,31775.991269246966,31775.991269246966,16,208,4138,698,698,698,844.0,698.0,False,False,False,,,,4051,,,1505,2349,844,905,878,0,474,411,0,481,419,0,203.7734375
AM500__ratio0.80__seed1010__proposed,AM500,500T,4300,0.8,3440,1010,proposed,12037180,12037076,29,1,0,False,,13,2435.849484352977,34211.85664474097,34211.85664474097,16,224,4198,758,758,758,820.0,758.0,False,False,False,,,,4051,,,1565,2385,820,905,875,0,463,410,0,471,420,0,203.7734375
AM500__ratio0.80__seed1010__proposed,AM500,500T,4300,0.8,3440,1010,proposed,12037180,12037076,29,1,0,False,,14,2432.0635864890064,36643.936195244954,36643.936195244954,16,240,4745,1305,1305,1305,761.0,1305.0,False,False,False,,,,4051,,,1565,2326,761,905,874,0,463,412,0,471,419,0,204.03125
AM500__ratio0.80__seed1010__proposed,AM500,500T,4300,0.8,3440,1010,proposed,12037180,12037076,29,1,0,False,,15,2444.075552771974,39088.027930215,39088.027930215,16,256,4793,1353,1353,1353,644.0,1353.0,False,False,False,,,,4051,,,1685,2329,644,905,875,0,448,408,0,457,420,0,204.2890625
AM500__ratio0.80__seed1010__proposed,AM500,500T,4300,0.8,3440,1010,proposed,12037180,12037076,29,1,0,False,,16,2436.079400193994,41524.12375730398,41524.12375730398,16,272,4793,1353,1353,1353,644.0,1353.0,False,False,False,,,,4051,,,1685,2329,644,905,875,0,448,408,0,457,420,0,204.546875
AM500__ratio0.80__seed1010__proposed,AM500,500T,4300,0.8,3440,1010,proposed,12037180,12037076,29,1,0,False,,17,2437.767294894031,43961.90805258596,43961.90805258596,16,288,4602,1162,1162,1162,595.0,1162.0,False,False,False,,,,4051,,,1805,2400,595,905,877,0,436,413,0,445,420,0,204.546875
