run_id,am_id,am_size,base_deadline,deadline_ratio,actual_deadline_value,seed,variant,slurm_job_id,slurm_array_job_id,slurm_array_task_id,attempt_count,interruption_count,resumed,resume_generation,generation,elapsed_generation_s,cumulative_runtime_s,attempt_runtime_s,evaluated_individuals_this_generation,total_evaluated_individuals,global_makespan,global_lateness,global_lateness_signed,global_lateness_clipped,fitness_vsum,fitness_lateness,deadline_feasible,partition_feasible,fully_feasible,first_deadline_feasible_generation,first_partition_feasible_generation,first_fully_feasible_generation,best_global_makespan_so_far,best_feasible_makespan_so_far,best_feasible_generation,P_FE_budget,P_FE_makespan,P_FE_violation,P_C1_budget,P_C1_makespan,P_C1_violation,P_C2_budget,P_C2_makespan,P_C2_violation,P_C3_budget,P_C3_makespan,P_C3_violation,peak_memory_mb
AM100__ratio0.70__seed1007__proposed,AM100,100T,2600,0.7,1820,1007,proposed,12037032,12036995,36,1,0,False,,1,1381.1777625246905,2852.391279126052,2852.391279126052,16,32,2468,648,648,648,1961.0,648.0,False,False,False,,,,2468,,,482,1988,1506,428,129,0,428,243,0,482,937,455,117.09765625
AM100__ratio0.70__seed1007__proposed,AM100,100T,2600,0.7,1820,1007,proposed,12037032,12036995,36,1,0,False,,2,1329.3910282808356,4181.811350520235,4181.811350520235,16,48,2667,847,847,847,1905.0,847.0,False,False,False,,,,2468,,,511,1990,1479,402,129,0,402,243,0,511,937,426,117.09765625
AM100__ratio0.70__seed1007__proposed,AM100,100T,2600,0.7,1820,1007,proposed,12037032,12036995,36,1,0,False,,3,1317.9219472077675,5499.741848865058,5499.741848865058,16,64,2606,786,786,786,1849.0,786.0,False,False,False,,,,2468,,,542,1989,1447,378,129,0,378,243,0,542,944,402,117.12890625
AM100__ratio0.70__seed1007__proposed,AM100,100T,2600,0.7,1820,1007,proposed,12037032,12036995,36,1,0,False,,4,1331.743639096152,6831.495723964181,6831.495723964181,16,80,2387,567,567,567,1772.0,567.0,False,False,False,,,,2387,,,575,1981,1406,355,129,0,355,243,0,575,941,366,117.3828125
AM100__ratio0.70__seed1007__proposed,AM100,100T,2600,0.7,1820,1007,proposed,12037032,12036995,36,1,0,False,,5,1330.736269927118,8162.24208457116,8162.24208457116,16,96,2444,624,624,624,1700.0,624.0,False,False,False,,,,2387,,,610,1986,1376,334,129,0,334,243,0,610,934,324,117.640625
AM100__ratio0.70__seed1007__proposed,AM100,100T,2600,0.7,1820,1007,proposed,12037032,12036995,36,1,0,False,,6,1324.9007446006872,9487.15177178802,9487.15177178802,16,112,2348,528,528,528,1631.0,528.0,False,False,False,,,,2348,,,647,1989,1342,314,129,0,316,243,0,647,936,289,117.8984375
AM100__ratio0.70__seed1007__proposed,AM100,100T,2600,0.7,1820,1007,proposed,12037032,12036995,36,1,0,False,,7,1333.8633040939458,10821.024542130064,10821.024542130064,16,128,2710,890,890,890,1559.0,890.0,False,False,False,,,,2348,,,686,1992,1306,295,129,0,302,244,0,686,939,253,117.8984375
AM100__ratio0.70__seed1007__proposed,AM100,100T,2600,0.7,1820,1007,proposed,12037032,12036995,36,1,0,False,,8,1332.24687290797,12153.276651196182,12153.276651196182,16,144,2641,821,821,821,1473.0,821.0,False,False,False,,,,2348,,,727,1993,1266,277,129,0,291,243,0,727,934,207,118.15625
AM100__ratio0.70__seed1007__proposed,AM100,100T,2600,0.7,1820,1007,proposed,12037032,12036995,36,1,0,False,,9,1314.5719263399951,13467.854077741038,13467.854077741038,16,160,2549,729,729,729,1381.0,729.0,False,False,False,,,,2348,,,771,1988,1217,260,129,0,282,243,0,771,935,164,118.4140625
AM100__ratio0.70__seed1007__proposed,AM100,100T,2600,0.7,1820,1007,proposed,12037032,12036995,36,1,0,False,,10,1298.3675896879286,14766.2273551072,14766.2273551072,16,176,2386,566,566,566,1290.0,566.0,False,False,False,,,,2348,,,817,1986,1169,244,129,0,276,243,0,817,938,121,118.4140625
AM100__ratio0.70__seed1007__proposed,AM100,100T,2600,0.7,1820,1007,proposed,12037032,12036995,36,1,0,False,,11,1281.7002604319714,16047.933572262991,16047.933572262991,16,192,2396,576,576,576,1194.0,576.0,False,False,False,,,,2348,,,866,1992,1126,229,129,0,270,243,0,866,934,68,118.671875
AM100__ratio0.70__seed1007__proposed,AM100,100T,2600,0.7,1820,1007,proposed,12037032,12036995,36,1,0,False,,12,1284.1857635560445,17332.131333278958,17332.131333278958,16,208,2668,848,848,848,1107.0,848.0,False,False,False,,,,2348,,,918,1988,1070,215,129,0,263,243,0,900,937,37,118.9296875
AM100__ratio0.70__seed1007__proposed,AM100,100T,2600,0.7,1820,1007,proposed,12037032,12036995,36,1,0,False,,13,1285.9259017189033,18618.068227507174,18618.068227507174,16,224,2393,573,573,573,1028.0,573.0,False,False,False,,,,2348,,,973,1989,1016,202,129,0,257,243,0,924,936,12,118.9296875
AM100__ratio0.70__seed1007__proposed,AM100,100T,2600,0.7,1820,1007,proposed,12037032,12036995,36,1,0,False,,14,1284.579227454029,19902.65601668926,19902.65601668926,16,240,2549,729,729,729,954.0,729.0,False,False,False,,,,2348,,,1031,1985,954,190,129,0,252,244,0,937,936,0,119.1875
AM100__ratio0.70__seed1007__proposed,AM100,100T,2600,0.7,1820,1007,proposed,12037032,12036995,36,1,0,False,,15,1275.8739590989426,21178.536876623053,21178.536876623053,16,256,2363,543,543,543,895.0,543.0,False,False,False,,,,2348,,,1091,1986,895,179,129,0,252,243,0,943,939,0,119.4453125
AM100__ratio0.70__seed1007__proposed,AM100,100T,2600,0.7,1820,1007,proposed,12037032,12036995,36,1,0,False,,16,1293.2759475652128,22471.819690750912,22471.819690750912,16,272,2330,510,510,510,837.0,510.0,False,False,False,,,,2330,,,1151,1988,837,169,129,0,252,244,0,949,942,0,119.4453125
AM100__ratio0.70__seed1007__proposed,AM100,100T,2600,0.7,1820,1007,proposed,12037032,12036995,36,1,0,False,,17,1304.3011033860967,23776.127846981864,23776.127846981864,16,288,2492,672,672,672,775.0,672.0,False,False,False,,,,2330,,,1211,1986,775,161,129,0,252,243,0,955,941,0,119.703125
