run_id,am_id,am_size,base_deadline,deadline_ratio,actual_deadline_value,seed,variant,slurm_job_id,slurm_array_job_id,slurm_array_task_id,attempt_count,interruption_count,resumed,resume_generation,generation,elapsed_generation_s,cumulative_runtime_s,attempt_runtime_s,evaluated_individuals_this_generation,total_evaluated_individuals,global_makespan,global_lateness,global_lateness_signed,global_lateness_clipped,fitness_vsum,fitness_lateness,deadline_feasible,partition_feasible,fully_feasible,first_deadline_feasible_generation,first_partition_feasible_generation,first_fully_feasible_generation,best_global_makespan_so_far,best_feasible_makespan_so_far,best_feasible_generation,P_FE_budget,P_FE_makespan,P_FE_violation,P_C1_budget,P_C1_makespan,P_C1_violation,P_C2_budget,P_C2_makespan,P_C2_violation,P_C3_budget,P_C3_makespan,P_C3_violation,peak_memory_mb
AM100__ratio0.70__seed1002__proposed,AM100,100T,2600,0.7,1820,1002,proposed,12037027,12036995,31,1,0,False,,1,1412.2937700420152,2943.273835216998,2943.273835216998,16,32,2322,502,502,502,1961.0,502.0,False,False,False,,,,2322,,,482,1986,1504,428,129,0,428,243,0,482,939,457,117.046875
AM100__ratio0.70__seed1002__proposed,AM100,100T,2600,0.7,1820,1002,proposed,12037027,12036995,31,1,0,False,,2,1336.2526025190018,4279.5765554060345,4279.5765554060345,16,48,2312,492,492,492,1901.0,492.0,False,False,False,,,,2312,,,511,1986,1475,402,129,0,402,243,0,511,937,426,117.078125
AM100__ratio0.70__seed1002__proposed,AM100,100T,2600,0.7,1820,1002,proposed,12037027,12036995,31,1,0,False,,3,1317.1502487319522,5596.735513559019,5596.735513559019,16,64,2548,728,728,728,1837.0,728.0,False,False,False,,,,2312,,,542,1982,1440,378,129,0,378,244,0,542,939,397,117.078125
AM100__ratio0.70__seed1002__proposed,AM100,100T,2600,0.7,1820,1002,proposed,12037027,12036995,31,1,0,False,,4,1308.5902349000098,6905.3354499670095,6905.3354499670095,16,80,2542,722,722,722,1776.0,722.0,False,False,False,,,,2312,,,575,1991,1416,355,129,0,355,243,0,575,935,360,117.32421875
AM100__ratio0.70__seed1002__proposed,AM100,100T,2600,0.7,1820,1002,proposed,12037027,12036995,31,1,0,False,,5,1295.5609802049585,8200.905250794021,8200.905250794021,16,96,2476,656,656,656,1707.0,656.0,False,False,False,,,,2312,,,610,1987,1377,334,129,0,334,244,0,610,940,330,117.58203125
AM100__ratio0.70__seed1002__proposed,AM100,100T,2600,0.7,1820,1002,proposed,12037027,12036995,31,1,0,False,,6,1297.0059526690166,9497.920001634979,9497.920001634979,16,112,2315,495,495,495,1628.0,495.0,False,False,False,,,,2312,,,647,1983,1336,314,129,0,316,244,0,647,939,292,117.58203125
AM100__ratio0.70__seed1002__proposed,AM100,100T,2600,0.7,1820,1002,proposed,12037027,12036995,31,1,0,False,,7,1295.0592147849966,10792.989080231986,10792.989080231986,16,128,2343,523,523,523,1554.0,523.0,False,False,False,,,,2312,,,686,1989,1303,295,129,0,302,243,0,686,937,251,117.83984375
AM100__ratio0.70__seed1002__proposed,AM100,100T,2600,0.7,1820,1002,proposed,12037027,12036995,31,1,0,False,,8,1293.3631903330097,12086.357575879025,12086.357575879025,16,144,2510,690,690,690,1465.0,690.0,False,False,False,,,,2312,,,727,1982,1255,277,129,0,291,243,0,727,937,210,118.09765625
AM100__ratio0.70__seed1002__proposed,AM100,100T,2600,0.7,1820,1002,proposed,12037027,12036995,31,1,0,False,,9,1291.7080624960363,13378.071093521023,13378.071093521023,16,160,2314,494,494,494,1384.0,494.0,False,False,False,,,,2312,,,771,1989,1218,260,129,0,282,243,0,771,937,166,118.35546875
AM100__ratio0.70__seed1002__proposed,AM100,100T,2600,0.7,1820,1002,proposed,12037027,12036995,31,1,0,False,,10,1301.8899251169642,14679.966651568015,14679.966651568015,16,176,2499,679,679,679,1293.0,679.0,False,False,False,,,,2312,,,817,1987,1170,244,129,0,275,243,0,817,940,123,118.35546875
