run_id,am_id,am_size,base_deadline,deadline_ratio,actual_deadline_value,seed,variant,slurm_job_id,slurm_array_job_id,slurm_array_task_id,attempt_count,interruption_count,resumed,resume_generation,generation,elapsed_generation_s,cumulative_runtime_s,attempt_runtime_s,evaluated_individuals_this_generation,total_evaluated_individuals,global_makespan,global_lateness,global_lateness_signed,global_lateness_clipped,fitness_vsum,fitness_lateness,deadline_feasible,partition_feasible,fully_feasible,first_deadline_feasible_generation,first_partition_feasible_generation,first_fully_feasible_generation,best_global_makespan_so_far,best_feasible_makespan_so_far,best_feasible_generation,P_FE_budget,P_FE_makespan,P_FE_violation,P_C1_budget,P_C1_makespan,P_C1_violation,P_C2_budget,P_C2_makespan,P_C2_violation,P_C3_budget,P_C3_makespan,P_C3_violation,peak_memory_mb
AM500__ratio0.80__seed1003__proposed,AM500,500T,4300,0.8,3440,1003,proposed,12037173,12037076,22,1,0,False,,1,2456.2799126352184,5023.075834462885,5023.075834462885,16,32,4411,971,971,971,1423.0,971.0,False,False,False,,,,4411,,,912,2334,1422,872,873,1,808,409,0,808,419,0,198.078125
AM500__ratio0.80__seed1003__proposed,AM500,500T,4300,0.8,3440,1003,proposed,12037173,12037076,22,1,0,False,,2,2536.4979805639014,7559.596891225316,7559.596891225316,16,48,4299,859,859,859,1317.0,859.0,False,False,False,,,,4299,,,967,2284,1317,882,873,0,760,408,0,760,419,0,201.68359375
AM500__ratio0.80__seed1003__proposed,AM500,500T,4300,0.8,3440,1003,proposed,12037173,12037076,22,1,0,False,,3,2435.034850939177,9994.646025775,9994.646025775,16,64,4299,859,859,859,1317.0,859.0,False,False,False,,,,4299,,,967,2284,1317,882,873,0,760,408,0,760,419,0,202.19921875
AM500__ratio0.80__seed1003__proposed,AM500,500T,4300,0.8,3440,1003,proposed,12037173,12037076,22,1,0,False,,4,2409.6924748998135,12404.356269018259,12404.356269018259,16,80,4642,1202,1202,1202,1253.0,1202.0,False,False,False,,,,4299,,,1025,2278,1253,885,875,0,714,411,0,714,419,0,202.19921875
AM500__ratio0.80__seed1003__proposed,AM500,500T,4300,0.8,3440,1003,proposed,12037173,12037076,22,1,0,False,,5,2415.3806599932723,14819.753324208315,14819.753324208315,16,96,4642,1202,1202,1202,1253.0,1202.0,False,False,False,,,,4299,,,1025,2278,1253,885,875,0,714,411,0,714,419,0,202.45703125
AM500__ratio0.80__seed1003__proposed,AM500,500T,4300,0.8,3440,1003,proposed,12037173,12037076,22,1,0,False,,6,2435.7162275649607,17255.484904122073,17255.484904122073,16,112,4918,1478,1478,1478,1098.0,1478.0,False,False,False,,,,4299,,,1205,2303,1098,900,873,0,593,409,0,593,420,0,202.71484375
AM500__ratio0.80__seed1003__proposed,AM500,500T,4300,0.8,3440,1003,proposed,12037173,12037076,22,1,0,False,,7,2416.7163529410027,19672.216773168184,19672.216773168184,16,128,4764,1324,1324,1324,1088.0,1324.0,False,False,False,,,,4299,,,1205,2293,1088,900,873,0,593,410,0,593,419,0,202.71484375
AM500__ratio0.80__seed1003__proposed,AM500,500T,4300,0.8,3440,1003,proposed,12037173,12037076,22,1,0,False,,8,2419.5561904730275,22091.790393547155,22091.790393547155,16,144,4457,1017,1017,1017,1022.0,1017.0,False,False,False,,,,4299,,,1325,2347,1022,906,876,0,528,407,0,531,419,0,202.97265625
AM500__ratio0.80__seed1003__proposed,AM500,500T,4300,0.8,3440,1003,proposed,12037173,12037076,22,1,0,False,,9,2418.6203681449406,24510.42672963813,24510.42672963813,16,160,4871,1431,1431,1431,951.0,1431.0,False,False,False,,,,4299,,,1385,2336,951,906,874,0,505,411,0,510,420,0,203.23046875
AM500__ratio0.80__seed1003__proposed,AM500,500T,4300,0.8,3440,1003,proposed,12037173,12037076,22,1,0,False,,10,2533.731685561128,27044.17483140994,27044.17483140994,16,176,4508,1068,1068,1068,916.0,1068.0,False,False,False,,,,4299,,,1445,2361,916,906,875,0,488,409,0,493,419,0,203.48828125
AM500__ratio0.80__seed1003__proposed,AM500,500T,4300,0.8,3440,1003,proposed,12037173,12037076,22,1,0,False,,11,2609.695016372949,29653.891208672896,29653.891208672896,16,192,4282,842,842,842,848.0,842.0,False,False,False,,,,4282,,,1445,2293,848,906,874,0,488,407,0,494,421,0,203.48828125
AM500__ratio0.80__seed1003__proposed,AM500,500T,4300,0.8,3440,1003,proposed,12037173,12037076,22,1,0,False,,12,2644.937322000973,32298.847006743308,32298.847006743308,16,208,4601,1161,1161,1161,742.0,1161.0,False,False,False,,,,4282,,,1565,2307,742,906,875,0,463,409,0,470,421,0,203.74609375
AM500__ratio0.80__seed1003__proposed,AM500,500T,4300,0.8,3440,1003,proposed,12037173,12037076,22,1,0,False,,13,2645.742732234765,34944.60961071728,34944.60961071728,16,224,4373,933,933,933,716.0,933.0,False,False,False,,,,4282,,,1565,2281,716,906,874,0,463,410,0,470,420,0,204.00390625
AM500__ratio0.80__seed1003__proposed,AM500,500T,4300,0.8,3440,1003,proposed,12037173,12037076,22,1,0,False,,14,2634.714722117409,37579.344313328154,37579.344313328154,16,240,4373,933,933,933,716.0,933.0,False,False,False,,,,4282,,,1565,2281,716,906,874,0,463,410,0,470,420,0,204.00390625
AM500__ratio0.80__seed1003__proposed,AM500,500T,4300,0.8,3440,1003,proposed,12037173,12037076,22,1,0,False,,15,2635.996036970988,40215.36045274418,40215.36045274418,16,256,4373,933,933,933,716.0,933.0,False,False,False,,,,4282,,,1565,2281,716,906,874,0,463,410,0,470,420,0,204.26171875
AM500__ratio0.80__seed1003__proposed,AM500,500T,4300,0.8,3440,1003,proposed,12037173,12037076,22,1,0,False,,16,2599.9690060508437,42815.34863667423,42815.34863667423,16,272,4373,933,933,933,716.0,933.0,False,False,False,,,,4282,,,1565,2281,716,906,874,0,463,410,0,470,420,0,204.51953125
AM500__ratio0.80__seed1003__proposed,AM500,500T,4300,0.8,3440,1003,proposed,12037173,12037076,22,1,0,False,,17,2668.3849562439136,45483.75448750006,45483.75448750006,16,288,4017,577,577,577,534.0,577.0,False,False,False,,,,4017,,,1745,2279,534,912,865,0,442,409,0,451,419,0,204.77734375
AM500__ratio0.80__seed1003__proposed,AM500,500T,4300,0.8,3440,1003,proposed,12037173,12037076,22,1,0,False,,18,2658.7822330659255,48142.55793540925,48142.55793540925,16,304,4017,577,577,577,534.0,577.0,False,False,False,,,,4017,,,1745,2279,534,912,865,0,442,409,0,451,419,0,204.77734375
AM500__ratio0.80__seed1003__proposed,AM500,500T,4300,0.8,3440,1003,proposed,12037173,12037076,22,1,0,False,,19,2647.524646322243,50790.10277951695,50790.10277951695,16,320,4759,1319,1319,1319,462.0,1319.0,False,False,False,,,,4017,,,1865,2327,462,906,874,0,430,410,0,439,421,0,205.03515625
AM500__ratio0.80__seed1003__proposed,AM500,500T,4300,0.8,3440,1003,proposed,12037173,12037076,22,1,0,False,,20,2624.151945336722,53414.27540187491,53414.27540187491,16,336,4759,1319,1319,1319,462.0,1319.0,False,False,False,,,,4017,,,1865,2327,462,906,874,0,430,410,0,439,421,0,205.03515625
AM500__ratio0.80__seed1003__proposed,AM500,500T,4300,0.8,3440,1003,proposed,12037173,12037076,22,1,0,False,,21,2656.8877658760175,56071.18361512711,56071.18361512711,16,352,4847,1407,1407,1407,407.0,1407.0,False,False,False,,,,4017,,,1985,2392,407,912,875,0,424,411,0,439,422,0,205.29296875
AM500__ratio0.80__seed1003__proposed,AM500,500T,4300,0.8,3440,1003,proposed,12037173,12037076,22,1,0,False,,22,2639.1728122332133,58710.377461747266,58710.377461747266,16,368,4215,775,775,775,331.0,775.0,False,False,False,,,,4017,,,1985,2316,331,912,876,0,424,409,0,439,420,0,205.64453125
AM500__ratio0.80__seed1003__proposed,AM500,500T,4300,0.8,3440,1003,proposed,12037173,12037076,22,1,0,False,,23,2641.6767875859514,61352.07618700713,61352.07618700713,16,384,4589,1149,1149,1149,318.0,1149.0,False,False,False,,,,4017,,,1985,2303,318,906,870,0,425,409,0,439,421,0,205.90234375
AM500__ratio0.80__seed1003__proposed,AM500,500T,4300,0.8,3440,1003,proposed,12037173,12037076,22,1,0,False,,24,2586.0022738329135,63938.09984914819,63938.09984914819,16,400,4589,1149,1149,1149,318.0,1149.0,False,False,False,,,,4017,,,1985,2303,318,906,870,0,425,409,0,439,421,0,206.16015625
AM500__ratio0.80__seed1003__proposed,AM500,500T,4300,0.8,3440,1003,proposed,12037173,12037076,22,1,0,False,,25,2826.2304010801017,66764.35188907199,66764.35188907199,16,416,4278,838,838,838,227.0,838.0,False,False,False,,,,4017,,,2165,2392,227,912,875,0,424,411,0,439,420,0,206.16015625
AM500__ratio0.80__seed1003__proposed,AM500,500T,4300,0.8,3440,1003,proposed,12037173,12037076,22,1,0,False,,26,2444.332922128029,69208.70776617294,69208.70776617294,16,432,4278,838,838,838,227.0,838.0,False,False,False,,,,4017,,,2165,2392,227,912,875,0,424,411,0,439,420,0,206.41796875
AM500__ratio0.80__seed1003__proposed,AM500,500T,4300,0.8,3440,1003,proposed,12037173,12037076,22,1,0,False,,27,2460.645011879038,71669.37538924301,71669.37538924301,16,448,4747,1307,1307,1307,166.0,1307.0,False,False,False,,,,4017,,,2165,2331,166,912,873,0,424,408,0,439,419,0,206.41796875
AM500__ratio0.80__seed1003__proposed,AM500,500T,4300,0.8,3440,1003,proposed,12037173,12037076,22,1,0,False,,28,2484.5995726231486,74153.996089397,74153.996089397,16,464,4205,765,765,765,124.0,765.0,False,False,False,,,,4017,,,2225,2349,124,912,871,0,424,408,0,439,419,0,206.67578125
AM500__ratio0.80__seed1003__proposed,AM500,500T,4300,0.8,3440,1003,proposed,12037173,12037076,22,1,0,False,,29,2473.14625289198,76627.16372408718,76627.16372408718,16,480,4536,1096,1096,1096,16.0,1096.0,False,False,False,,,,4017,,,2345,2361,16,912,870,0,424,409,0,439,419,0,206.93359375
