run_id,am_id,am_size,base_deadline,deadline_ratio,actual_deadline_value,seed,variant,slurm_job_id,slurm_array_job_id,slurm_array_task_id,attempt_count,interruption_count,resumed,resume_generation,generation,elapsed_generation_s,cumulative_runtime_s,attempt_runtime_s,evaluated_individuals_this_generation,total_evaluated_individuals,global_makespan,global_lateness,global_lateness_signed,global_lateness_clipped,fitness_vsum,fitness_lateness,deadline_feasible,partition_feasible,fully_feasible,first_deadline_feasible_generation,first_partition_feasible_generation,first_fully_feasible_generation,best_global_makespan_so_far,best_feasible_makespan_so_far,best_feasible_generation,P_FE_budget,P_FE_makespan,P_FE_violation,P_C1_budget,P_C1_makespan,P_C1_violation,P_C2_budget,P_C2_makespan,P_C2_violation,P_C3_budget,P_C3_makespan,P_C3_violation,peak_memory_mb
AM250__ratio0.70__seed1008__proposed,AM250,250T,2700,0.7,1890,1008,proposed,12037096,12036995,77,1,0,False,,1,1290.761627437023,2581.5104071029928,2581.5104071029928,16,32,2792,902,902,902,941.0,902.0,False,False,False,,,,2792,,,500,1134,634,447,346,0,500,807,307,459,399,0,127.3125
AM250__ratio0.70__seed1008__proposed,AM250,250T,2700,0.7,1890,1008,proposed,12037096,12036995,77,1,0,False,,2,1274.3142450280138,3855.845173578011,3855.845173578011,16,48,2350,460,460,460,859.0,460.0,False,False,False,,,,2350,,,530,1116,586,428,347,0,530,803,273,450,399,0,127.8203125
AM250__ratio0.70__seed1008__proposed,AM250,250T,2700,0.7,1890,1008,proposed,12037096,12036995,77,1,0,False,,3,1218.6013804060058,5074.459869867016,5074.459869867016,16,64,2766,876,876,876,809.0,876.0,False,False,False,,,,2350,,,562,1131,569,413,346,0,562,802,240,442,399,0,127.8203125
AM250__ratio0.70__seed1008__proposed,AM250,250T,2700,0.7,1890,1008,proposed,12037096,12036995,77,1,0,False,,4,1193.3874671100057,6267.859808395035,6267.859808395035,16,80,2280,390,390,390,676.0,390.0,False,False,False,,,,2280,,,596,1065,469,401,346,0,596,803,207,435,399,0,128.078125
AM250__ratio0.70__seed1008__proposed,AM250,250T,2700,0.7,1890,1008,proposed,12037096,12036995,77,1,0,False,,5,1194.0164820809732,7461.887863188982,7461.887863188982,16,96,2552,662,662,662,636.0,662.0,False,False,False,,,,2280,,,632,1096,464,392,349,0,632,804,172,429,400,0,128.3359375
AM250__ratio0.70__seed1008__proposed,AM250,250T,2700,0.7,1890,1008,proposed,12037096,12036995,77,1,0,False,,6,1207.9259349259664,8669.826333985024,8669.826333985024,16,112,3189,1299,1299,1299,533.0,1299.0,False,False,False,,,,2280,,,670,1067,397,385,345,0,670,806,136,423,399,0,128.3359375
AM250__ratio0.70__seed1008__proposed,AM250,250T,2700,0.7,1890,1008,proposed,12037096,12036995,77,1,0,False,,7,1208.333067086991,9878.168375550013,9878.168375550013,16,128,3189,1299,1299,1299,533.0,1299.0,False,False,False,,,,2280,,,670,1067,397,385,345,0,670,806,136,423,399,0,128.59375
AM250__ratio0.70__seed1008__proposed,AM250,250T,2700,0.7,1890,1008,proposed,12037096,12036995,77,1,0,False,,8,1216.17820479098,11094.355716703983,11094.355716703983,16,144,2335,445,445,445,460.0,445.0,False,False,False,,,,2280,,,753,1163,410,373,347,0,750,800,50,417,400,0,128.8515625
AM250__ratio0.70__seed1008__proposed,AM250,250T,2700,0.7,1890,1008,proposed,12037096,12036995,77,1,0,False,,9,1206.738406850025,12301.103300768009,12301.103300768009,16,160,2304,414,414,414,451.0,414.0,False,False,False,,,,2280,,,798,1224,426,367,347,0,774,799,25,417,401,0,128.8515625
AM250__ratio0.70__seed1008__proposed,AM250,250T,2700,0.7,1890,1008,proposed,12037096,12036995,77,1,0,False,,10,1214.37970133801,13515.492436326982,13515.492436326982,16,176,2394,504,504,504,303.0,504.0,False,False,False,,,,2280,,,798,1073,275,367,345,0,775,803,28,417,400,0,129.109375
